Config file: Conf.ini 
Using binary neurons
Number,NCC-Alice Bob(%),NCC-Alice Original(%),NCC-Bob Original(%),Alice Name,Bob Name
0,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result0Enc.bin,U2-Trial2/sqrt3.bin/Result0Dec.bin
1,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result1Enc.bin,U2-Trial2/sqrt3.bin/Result1Dec.bin
2,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result2Enc.bin,U2-Trial2/sqrt3.bin/Result2Dec.bin
3,0.911084,4.910133,47.094280,U2-Trial2/sqrt3.bin/Result3Enc.bin,U2-Trial2/sqrt3.bin/Result3Dec.bin
4,5.371521,5.371509,99.999908,U2-Trial2/sqrt3.bin/Result4Enc.bin,U2-Trial2/sqrt3.bin/Result4Dec.bin
5,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result5Enc.bin,U2-Trial2/sqrt3.bin/Result5Dec.bin
6,0.911084,4.910133,47.094280,U2-Trial2/sqrt3.bin/Result6Enc.bin,U2-Trial2/sqrt3.bin/Result6Dec.bin
7,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result7Enc.bin,U2-Trial2/sqrt3.bin/Result7Dec.bin
8,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result8Enc.bin,U2-Trial2/sqrt3.bin/Result8Dec.bin
9,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result9Enc.bin,U2-Trial2/sqrt3.bin/Result9Dec.bin
10,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result10Enc.bin,U2-Trial2/sqrt3.bin/Result10Dec.bin
11,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result11Enc.bin,U2-Trial2/sqrt3.bin/Result11Dec.bin
12,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result12Enc.bin,U2-Trial2/sqrt3.bin/Result12Dec.bin
13,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result13Enc.bin,U2-Trial2/sqrt3.bin/Result13Dec.bin
14,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result14Enc.bin,U2-Trial2/sqrt3.bin/Result14Dec.bin
15,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result15Enc.bin,U2-Trial2/sqrt3.bin/Result15Dec.bin
16,5.370929,5.370929,100.000000,U2-Trial2/sqrt3.bin/Result16Enc.bin,U2-Trial2/sqrt3.bin/Result16Dec.bin
