Config file: Conf.ini 
Using binary neurons
Number,NCC-Alice Bob(%),NCC-Alice Original(%),NCC-Bob Original(%),Alice Name,Bob Name
0,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result0Enc.bin,U2-Trial2/pi.bin/Result0Dec.bin
1,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result1Enc.bin,U2-Trial2/pi.bin/Result1Dec.bin
2,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result2Enc.bin,U2-Trial2/pi.bin/Result2Dec.bin
3,-2.235461,0.390203,49.114864,U2-Trial2/pi.bin/Result3Enc.bin,U2-Trial2/pi.bin/Result3Dec.bin
4,-0.262528,-0.260775,99.999954,U2-Trial2/pi.bin/Result4Enc.bin,U2-Trial2/pi.bin/Result4Dec.bin
5,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result5Enc.bin,U2-Trial2/pi.bin/Result5Dec.bin
6,-2.235461,0.390203,49.114864,U2-Trial2/pi.bin/Result6Enc.bin,U2-Trial2/pi.bin/Result6Dec.bin
7,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result7Enc.bin,U2-Trial2/pi.bin/Result7Dec.bin
8,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result8Enc.bin,U2-Trial2/pi.bin/Result8Dec.bin
9,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result9Enc.bin,U2-Trial2/pi.bin/Result9Dec.bin
10,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result10Enc.bin,U2-Trial2/pi.bin/Result10Dec.bin
11,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result11Enc.bin,U2-Trial2/pi.bin/Result11Dec.bin
12,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result12Enc.bin,U2-Trial2/pi.bin/Result12Dec.bin
13,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result13Enc.bin,U2-Trial2/pi.bin/Result13Dec.bin
14,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result14Enc.bin,U2-Trial2/pi.bin/Result14Dec.bin
15,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result15Enc.bin,U2-Trial2/pi.bin/Result15Dec.bin
16,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result16Enc.bin,U2-Trial2/pi.bin/Result16Dec.bin
17,-0.257402,-0.257402,100.000000,U2-Trial2/pi.bin/Result17Enc.bin,U2-Trial2/pi.bin/Result17Dec.bin
