Config file: Conf.ini 
Using binary neurons
Number,NCC-Alice Bob(%),NCC-Alice Original(%),NCC-Bob Original(%),Alice Name,Bob Name
0,-5.880811,-5.881343,99.999969,U5/sha1.bin/Result0Enc.bin,U5/sha1.bin/Result0Dec.bin
1,-5.773208,-7.297833,90.993752,U5/sha1.bin/Result1Enc.bin,U5/sha1.bin/Result1Dec.bin
2,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result2Enc.bin,U5/sha1.bin/Result2Dec.bin
3,-1.446084,0.900635,5.805134,U5/sha1.bin/Result3Enc.bin,U5/sha1.bin/Result3Dec.bin
4,-2.878569,-5.881260,42.300941,U5/sha1.bin/Result4Enc.bin,U5/sha1.bin/Result4Dec.bin
5,-1.663431,1.486045,14.495440,U5/sha1.bin/Result5Enc.bin,U5/sha1.bin/Result5Dec.bin
6,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result6Enc.bin,U5/sha1.bin/Result6Dec.bin
7,-2.878609,-5.881260,42.302979,U5/sha1.bin/Result7Enc.bin,U5/sha1.bin/Result7Dec.bin
8,-1.495240,-1.266239,15.208474,U5/sha1.bin/Result8Enc.bin,U5/sha1.bin/Result8Dec.bin
9,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result9Enc.bin,U5/sha1.bin/Result9Dec.bin
10,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result10Enc.bin,U5/sha1.bin/Result10Dec.bin
11,-5.881246,-5.881259,100.000000,U5/sha1.bin/Result11Enc.bin,U5/sha1.bin/Result11Dec.bin
12,-2.878569,-5.881260,42.300941,U5/sha1.bin/Result12Enc.bin,U5/sha1.bin/Result12Dec.bin
13,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result13Enc.bin,U5/sha1.bin/Result13Dec.bin
14,-5.881253,-5.881260,100.000000,U5/sha1.bin/Result14Enc.bin,U5/sha1.bin/Result14Dec.bin
15,-2.878569,-5.881260,42.300941,U5/sha1.bin/Result15Enc.bin,U5/sha1.bin/Result15Dec.bin
16,-2.878569,-5.881259,42.300941,U5/sha1.bin/Result16Enc.bin,U5/sha1.bin/Result16Dec.bin
17,-2.390292,-5.881260,40.589203,U5/sha1.bin/Result17Enc.bin,U5/sha1.bin/Result17Dec.bin
18,-5.879347,-5.881244,99.997833,U5/sha1.bin/Result18Enc.bin,U5/sha1.bin/Result18Dec.bin
19,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result19Enc.bin,U5/sha1.bin/Result19Dec.bin
20,-2.878569,-5.881260,42.300941,U5/sha1.bin/Result20Enc.bin,U5/sha1.bin/Result20Dec.bin
21,-5.881826,-5.881260,99.999954,U5/sha1.bin/Result21Enc.bin,U5/sha1.bin/Result21Dec.bin
22,-2.752660,-6.435530,34.213158,U5/sha1.bin/Result22Enc.bin,U5/sha1.bin/Result22Dec.bin
23,-1.069968,-5.881260,14.233431,U5/sha1.bin/Result23Enc.bin,U5/sha1.bin/Result23Dec.bin
24,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result24Enc.bin,U5/sha1.bin/Result24Dec.bin
25,-1.817836,-5.881260,19.460375,U5/sha1.bin/Result25Enc.bin,U5/sha1.bin/Result25Dec.bin
26,-1.674418,-5.939300,28.971603,U5/sha1.bin/Result26Enc.bin,U5/sha1.bin/Result26Dec.bin
27,-1.841929,1.486132,8.830886,U5/sha1.bin/Result27Enc.bin,U5/sha1.bin/Result27Dec.bin
28,-6.590365,-5.881260,82.300255,U5/sha1.bin/Result28Enc.bin,U5/sha1.bin/Result28Dec.bin
29,-2.390292,-5.881260,40.589203,U5/sha1.bin/Result29Enc.bin,U5/sha1.bin/Result29Dec.bin
30,-2.296663,-7.297621,35.828041,U5/sha1.bin/Result30Enc.bin,U5/sha1.bin/Result30Dec.bin
31,-6.254766,-6.563857,67.889679,U5/sha1.bin/Result31Enc.bin,U5/sha1.bin/Result31Dec.bin
32,-1.292702,-5.881260,43.823303,U5/sha1.bin/Result32Enc.bin,U5/sha1.bin/Result32Dec.bin
33,-3.560351,-1.528342,59.866882,U5/sha1.bin/Result33Enc.bin,U5/sha1.bin/Result33Dec.bin
34,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result34Enc.bin,U5/sha1.bin/Result34Dec.bin
35,-5.568613,-4.973118,96.027687,U5/sha1.bin/Result35Enc.bin,U5/sha1.bin/Result35Dec.bin
36,-5.881260,-5.881259,100.000000,U5/sha1.bin/Result36Enc.bin,U5/sha1.bin/Result36Dec.bin
37,-0.469796,-5.881259,13.686109,U5/sha1.bin/Result37Enc.bin,U5/sha1.bin/Result37Dec.bin
38,-2.753542,-3.982720,40.692852,U5/sha1.bin/Result38Enc.bin,U5/sha1.bin/Result38Dec.bin
39,-2.873879,-5.881260,52.432655,U5/sha1.bin/Result39Enc.bin,U5/sha1.bin/Result39Dec.bin
40,-2.878569,-5.881260,42.300941,U5/sha1.bin/Result40Enc.bin,U5/sha1.bin/Result40Dec.bin
41,-2.715830,-5.881259,33.421238,U5/sha1.bin/Result41Enc.bin,U5/sha1.bin/Result41Dec.bin
42,-1.069968,-5.881260,14.233431,U5/sha1.bin/Result42Enc.bin,U5/sha1.bin/Result42Dec.bin
43,-4.841997,-5.881260,63.064915,U5/sha1.bin/Result43Enc.bin,U5/sha1.bin/Result43Dec.bin
44,1.614141,1.485329,7.466324,U5/sha1.bin/Result44Enc.bin,U5/sha1.bin/Result44Dec.bin
45,-1.205090,-0.107727,10.222011,U5/sha1.bin/Result45Enc.bin,U5/sha1.bin/Result45Dec.bin
46,-2.390292,-5.881260,40.589203,U5/sha1.bin/Result46Enc.bin,U5/sha1.bin/Result46Dec.bin
47,-2.104686,0.900635,14.702104,U5/sha1.bin/Result47Enc.bin,U5/sha1.bin/Result47Dec.bin
48,-1.135923,-0.521607,7.676586,U5/sha1.bin/Result48Enc.bin,U5/sha1.bin/Result48Dec.bin
49,-1.799604,-5.807435,25.179636,U5/sha1.bin/Result49Enc.bin,U5/sha1.bin/Result49Dec.bin
50,-5.879336,-5.881244,99.997833,U5/sha1.bin/Result50Enc.bin,U5/sha1.bin/Result50Dec.bin
51,-2.878569,-5.881260,42.300941,U5/sha1.bin/Result51Enc.bin,U5/sha1.bin/Result51Dec.bin
52,-5.879347,-5.881244,99.997833,U5/sha1.bin/Result52Enc.bin,U5/sha1.bin/Result52Dec.bin
53,-1.625925,-3.982602,9.842840,U5/sha1.bin/Result53Enc.bin,U5/sha1.bin/Result53Dec.bin
54,-3.319018,-7.305969,42.304276,U5/sha1.bin/Result54Enc.bin,U5/sha1.bin/Result54Dec.bin
55,-1.583446,1.222183,3.945139,U5/sha1.bin/Result55Enc.bin,U5/sha1.bin/Result55Dec.bin
56,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result56Enc.bin,U5/sha1.bin/Result56Dec.bin
57,-4.389777,-4.764691,67.718498,U5/sha1.bin/Result57Enc.bin,U5/sha1.bin/Result57Dec.bin
58,-1.069194,-5.881244,14.229099,U5/sha1.bin/Result58Enc.bin,U5/sha1.bin/Result58Dec.bin
59,-1.070013,-5.881259,14.234839,U5/sha1.bin/Result59Enc.bin,U5/sha1.bin/Result59Dec.bin
60,-2.891998,-5.881260,42.199013,U5/sha1.bin/Result60Enc.bin,U5/sha1.bin/Result60Dec.bin
61,-1.665562,1.485826,14.500170,U5/sha1.bin/Result61Enc.bin,U5/sha1.bin/Result61Dec.bin
62,-1.574782,0.900635,27.002180,U5/sha1.bin/Result62Enc.bin,U5/sha1.bin/Result62Dec.bin
63,-4.947749,-2.649056,39.767818,U5/sha1.bin/Result63Enc.bin,U5/sha1.bin/Result63Dec.bin
64,-5.881252,-5.881259,100.000000,U5/sha1.bin/Result64Enc.bin,U5/sha1.bin/Result64Dec.bin
65,-5.881388,-5.881260,100.000000,U5/sha1.bin/Result65Enc.bin,U5/sha1.bin/Result65Dec.bin
66,-5.974391,-5.876783,99.938560,U5/sha1.bin/Result66Enc.bin,U5/sha1.bin/Result66Dec.bin
67,-6.730001,-5.933715,72.994576,U5/sha1.bin/Result67Enc.bin,U5/sha1.bin/Result67Dec.bin
68,-3.652303,-3.746500,67.160927,U5/sha1.bin/Result68Enc.bin,U5/sha1.bin/Result68Dec.bin
69,-2.393675,-5.933715,19.371342,U5/sha1.bin/Result69Enc.bin,U5/sha1.bin/Result69Dec.bin
70,-0.891521,-4.466455,4.460256,U5/sha1.bin/Result70Enc.bin,U5/sha1.bin/Result70Dec.bin
71,-1.535828,-4.068265,36.427441,U5/sha1.bin/Result71Enc.bin,U5/sha1.bin/Result71Dec.bin
72,-2.095038,1.485436,5.632660,U5/sha1.bin/Result72Enc.bin,U5/sha1.bin/Result72Dec.bin
73,-1.403646,-5.881259,27.225590,U5/sha1.bin/Result73Enc.bin,U5/sha1.bin/Result73Dec.bin
74,-2.878510,-5.881259,42.300720,U5/sha1.bin/Result74Enc.bin,U5/sha1.bin/Result74Dec.bin
75,-1.403352,-5.881260,27.222315,U5/sha1.bin/Result75Enc.bin,U5/sha1.bin/Result75Dec.bin
76,-3.318673,-4.585273,42.302788,U5/sha1.bin/Result76Enc.bin,U5/sha1.bin/Result76Dec.bin
77,-3.037383,-5.881260,28.911108,U5/sha1.bin/Result77Enc.bin,U5/sha1.bin/Result77Dec.bin
78,-1.494064,-7.297644,27.214754,U5/sha1.bin/Result78Enc.bin,U5/sha1.bin/Result78Dec.bin
79,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result79Enc.bin,U5/sha1.bin/Result79Dec.bin
80,-2.934989,-5.881260,59.138912,U5/sha1.bin/Result80Enc.bin,U5/sha1.bin/Result80Dec.bin
81,1.513987,1.485785,8.451399,U5/sha1.bin/Result81Enc.bin,U5/sha1.bin/Result81Dec.bin
82,-2.878569,-5.881260,42.300941,U5/sha1.bin/Result82Enc.bin,U5/sha1.bin/Result82Dec.bin
83,-4.233734,-1.266239,66.294670,U5/sha1.bin/Result83Enc.bin,U5/sha1.bin/Result83Dec.bin
84,7.373091,-4.680274,9.375087,U5/sha1.bin/Result84Enc.bin,U5/sha1.bin/Result84Dec.bin
85,-5.887015,-5.881063,99.571228,U5/sha1.bin/Result85Enc.bin,U5/sha1.bin/Result85Dec.bin
86,-2.941498,0.632380,8.728226,U5/sha1.bin/Result86Enc.bin,U5/sha1.bin/Result86Dec.bin
87,-2.779512,-5.881244,34.461166,U5/sha1.bin/Result87Enc.bin,U5/sha1.bin/Result87Dec.bin
88,-5.881260,-5.881260,100.000000,U5/sha1.bin/Result88Enc.bin,U5/sha1.bin/Result88Dec.bin
89,-1.115581,-1.835979,6.733891,U5/sha1.bin/Result89Enc.bin,U5/sha1.bin/Result89Dec.bin
90,-5.881233,-5.881260,100.000000,U5/sha1.bin/Result90Enc.bin,U5/sha1.bin/Result90Dec.bin
91,2.508147,-3.982602,15.829796,U5/sha1.bin/Result91Enc.bin,U5/sha1.bin/Result91Dec.bin
92,-0.533274,-0.107589,13.464594,U5/sha1.bin/Result92Enc.bin,U5/sha1.bin/Result92Dec.bin
93,-2.878569,-5.881260,42.300941,U5/sha1.bin/Result93Enc.bin,U5/sha1.bin/Result93Dec.bin
94,-3.182394,-7.305817,23.482985,U5/sha1.bin/Result94Enc.bin,U5/sha1.bin/Result94Dec.bin
95,-1.164855,-4.680329,19.140793,U5/sha1.bin/Result95Enc.bin,U5/sha1.bin/Result95Dec.bin
96,-2.513490,-1.790869,20.994595,U5/sha1.bin/Result96Enc.bin,U5/sha1.bin/Result96Dec.bin
97,-2.878480,-5.881311,42.299854,U5/sha1.bin/Result97Enc.bin,U5/sha1.bin/Result97Dec.bin
98,1.235763,-5.988442,8.228724,U5/sha1.bin/Result98Enc.bin,U5/sha1.bin/Result98Dec.bin
99,-1.820535,-5.881260,10.355394,U5/sha1.bin/Result99Enc.bin,U5/sha1.bin/Result99Dec.bin
-----------
Number,AES-Alice Bob(%),AES-Alice Original(%),AES-Bob Original(%),AES Name,AES-Clear Name
0,0.355251,0.016614,-0.044708,U5/sha1.bin/ResultAESSections.bin,U5/sha1.bin/ResultAESClearSections.bin
TimeDiff: 319 secs
Last best score: 0.000000
