Config file: Conf.ini 
Using binary neurons
Number,NCC-Alice Bob(%),NCC-Alice Original(%),NCC-Bob Original(%),Alice Name,Bob Name
0,-5.356805,-5.356805,100.000000,U4/e.bin/Result0Enc.bin,U4/e.bin/Result0Dec.bin
1,-5.356805,-5.356805,100.000000,U4/e.bin/Result1Enc.bin,U4/e.bin/Result1Dec.bin
2,-5.356805,-5.356805,100.000000,U4/e.bin/Result2Enc.bin,U4/e.bin/Result2Dec.bin
3,-5.356805,-5.356805,100.000000,U4/e.bin/Result3Enc.bin,U4/e.bin/Result3Dec.bin
4,-5.356805,-5.356805,100.000000,U4/e.bin/Result4Enc.bin,U4/e.bin/Result4Dec.bin
5,-5.356805,-5.356805,100.000000,U4/e.bin/Result5Enc.bin,U4/e.bin/Result5Dec.bin
6,-5.356805,-5.356805,100.000000,U4/e.bin/Result6Enc.bin,U4/e.bin/Result6Dec.bin
7,-5.356805,-5.356805,100.000000,U4/e.bin/Result7Enc.bin,U4/e.bin/Result7Dec.bin
8,-5.355778,-5.356805,99.999992,U4/e.bin/Result8Enc.bin,U4/e.bin/Result8Dec.bin
9,-5.356805,-5.356805,100.000000,U4/e.bin/Result9Enc.bin,U4/e.bin/Result9Dec.bin
10,-5.356805,-5.356805,100.000000,U4/e.bin/Result10Enc.bin,U4/e.bin/Result10Dec.bin
11,-5.356805,-5.356805,100.000000,U4/e.bin/Result11Enc.bin,U4/e.bin/Result11Dec.bin
12,-5.356805,-5.356805,100.000000,U4/e.bin/Result12Enc.bin,U4/e.bin/Result12Dec.bin
13,-5.356822,-5.356805,100.000000,U4/e.bin/Result13Enc.bin,U4/e.bin/Result13Dec.bin
14,-5.356805,-5.356805,100.000000,U4/e.bin/Result14Enc.bin,U4/e.bin/Result14Dec.bin
15,-5.356805,-5.356805,100.000000,U4/e.bin/Result15Enc.bin,U4/e.bin/Result15Dec.bin
16,-5.356805,-5.356805,100.000000,U4/e.bin/Result16Enc.bin,U4/e.bin/Result16Dec.bin
17,-5.356805,-5.356805,100.000000,U4/e.bin/Result17Enc.bin,U4/e.bin/Result17Dec.bin
18,-5.356805,-5.356805,100.000000,U4/e.bin/Result18Enc.bin,U4/e.bin/Result18Dec.bin
19,-5.356822,-5.356805,100.000000,U4/e.bin/Result19Enc.bin,U4/e.bin/Result19Dec.bin
20,-2.312660,-2.002177,60.868763,U4/e.bin/Result20Enc.bin,U4/e.bin/Result20Dec.bin
21,12.661611,-2.192755,34.345066,U4/e.bin/Result21Enc.bin,U4/e.bin/Result21Dec.bin
22,-1.590392,-2.327049,60.052776,U4/e.bin/Result22Enc.bin,U4/e.bin/Result22Dec.bin
23,-5.356805,-5.356805,100.000000,U4/e.bin/Result23Enc.bin,U4/e.bin/Result23Dec.bin
24,-5.356805,-5.356805,100.000000,U4/e.bin/Result24Enc.bin,U4/e.bin/Result24Dec.bin
25,-5.355778,-5.356805,99.999992,U4/e.bin/Result25Enc.bin,U4/e.bin/Result25Dec.bin
26,-2.791179,-5.356805,38.206745,U4/e.bin/Result26Enc.bin,U4/e.bin/Result26Dec.bin
27,-5.356805,-5.356805,100.000000,U4/e.bin/Result27Enc.bin,U4/e.bin/Result27Dec.bin
28,-5.356852,-5.356653,100.000000,U4/e.bin/Result28Enc.bin,U4/e.bin/Result28Dec.bin
29,-1.333289,-5.356842,33.438812,U4/e.bin/Result29Enc.bin,U4/e.bin/Result29Dec.bin
30,-5.418531,-5.356805,99.921631,U4/e.bin/Result30Enc.bin,U4/e.bin/Result30Dec.bin
31,-5.356848,-5.356784,100.000000,U4/e.bin/Result31Enc.bin,U4/e.bin/Result31Dec.bin
32,-5.356805,-5.356805,100.000000,U4/e.bin/Result32Enc.bin,U4/e.bin/Result32Dec.bin
33,-5.356805,-5.356805,100.000000,U4/e.bin/Result33Enc.bin,U4/e.bin/Result33Dec.bin
