Config file: Conf.ini 
Using binary neurons
Number,NCC-Alice Bob(%),NCC-Alice Original(%),NCC-Bob Original(%),Alice Name,Bob Name
0,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result0Enc.bin,U1-Trial1/e.bin/Result0Dec.bin
1,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result1Enc.bin,U1-Trial1/e.bin/Result1Dec.bin
2,-2.149248,-2.147449,99.999908,U1-Trial1/e.bin/Result2Enc.bin,U1-Trial1/e.bin/Result2Dec.bin
3,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result3Enc.bin,U1-Trial1/e.bin/Result3Dec.bin
4,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result4Enc.bin,U1-Trial1/e.bin/Result4Dec.bin
5,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result5Enc.bin,U1-Trial1/e.bin/Result5Dec.bin
6,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result6Enc.bin,U1-Trial1/e.bin/Result6Dec.bin
7,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result7Enc.bin,U1-Trial1/e.bin/Result7Dec.bin
8,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result8Enc.bin,U1-Trial1/e.bin/Result8Dec.bin
9,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result9Enc.bin,U1-Trial1/e.bin/Result9Dec.bin
10,-0.581907,-0.871808,46.134888,U1-Trial1/e.bin/Result10Enc.bin,U1-Trial1/e.bin/Result10Dec.bin
11,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result11Enc.bin,U1-Trial1/e.bin/Result11Dec.bin
12,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result12Enc.bin,U1-Trial1/e.bin/Result12Dec.bin
13,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result13Enc.bin,U1-Trial1/e.bin/Result13Dec.bin
14,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result14Enc.bin,U1-Trial1/e.bin/Result14Dec.bin
15,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result15Enc.bin,U1-Trial1/e.bin/Result15Dec.bin
16,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result16Enc.bin,U1-Trial1/e.bin/Result16Dec.bin
17,-2.147207,-2.147185,100.000000,U1-Trial1/e.bin/Result17Enc.bin,U1-Trial1/e.bin/Result17Dec.bin
18,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result18Enc.bin,U1-Trial1/e.bin/Result18Dec.bin
19,-0.581907,-0.871808,46.134888,U1-Trial1/e.bin/Result19Enc.bin,U1-Trial1/e.bin/Result19Dec.bin
20,-1.841648,-2.147185,29.738432,U1-Trial1/e.bin/Result20Enc.bin,U1-Trial1/e.bin/Result20Dec.bin
21,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result21Enc.bin,U1-Trial1/e.bin/Result21Dec.bin
22,-0.555691,-0.884855,8.836154,U1-Trial1/e.bin/Result22Enc.bin,U1-Trial1/e.bin/Result22Dec.bin
23,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result23Enc.bin,U1-Trial1/e.bin/Result23Dec.bin
24,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result24Enc.bin,U1-Trial1/e.bin/Result24Dec.bin
25,-1.404115,-1.346738,92.009216,U1-Trial1/e.bin/Result25Enc.bin,U1-Trial1/e.bin/Result25Dec.bin
26,-1.538844,-2.147185,50.037991,U1-Trial1/e.bin/Result26Enc.bin,U1-Trial1/e.bin/Result26Dec.bin
27,-2.173197,-2.155161,99.977715,U1-Trial1/e.bin/Result27Enc.bin,U1-Trial1/e.bin/Result27Dec.bin
28,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result28Enc.bin,U1-Trial1/e.bin/Result28Dec.bin
29,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result29Enc.bin,U1-Trial1/e.bin/Result29Dec.bin
30,0.012013,-1.488007,20.233448,U1-Trial1/e.bin/Result30Enc.bin,U1-Trial1/e.bin/Result30Dec.bin
31,-1.841648,-2.147185,29.738432,U1-Trial1/e.bin/Result31Enc.bin,U1-Trial1/e.bin/Result31Dec.bin
32,-2.147711,-2.147127,99.999718,U1-Trial1/e.bin/Result32Enc.bin,U1-Trial1/e.bin/Result32Dec.bin
33,0.275689,-2.147185,23.626869,U1-Trial1/e.bin/Result33Enc.bin,U1-Trial1/e.bin/Result33Dec.bin
34,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result34Enc.bin,U1-Trial1/e.bin/Result34Dec.bin
35,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result35Enc.bin,U1-Trial1/e.bin/Result35Dec.bin
36,-1.841648,-2.147185,29.738432,U1-Trial1/e.bin/Result36Enc.bin,U1-Trial1/e.bin/Result36Dec.bin
37,-0.060294,-2.147185,24.660826,U1-Trial1/e.bin/Result37Enc.bin,U1-Trial1/e.bin/Result37Dec.bin
38,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result38Enc.bin,U1-Trial1/e.bin/Result38Dec.bin
39,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result39Enc.bin,U1-Trial1/e.bin/Result39Dec.bin
40,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result40Enc.bin,U1-Trial1/e.bin/Result40Dec.bin
41,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result41Enc.bin,U1-Trial1/e.bin/Result41Dec.bin
42,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result42Enc.bin,U1-Trial1/e.bin/Result42Dec.bin
43,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result43Enc.bin,U1-Trial1/e.bin/Result43Dec.bin
44,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result44Enc.bin,U1-Trial1/e.bin/Result44Dec.bin
45,-2.147221,-2.147185,100.000000,U1-Trial1/e.bin/Result45Enc.bin,U1-Trial1/e.bin/Result45Dec.bin
46,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result46Enc.bin,U1-Trial1/e.bin/Result46Dec.bin
47,-0.581880,-0.871808,46.134895,U1-Trial1/e.bin/Result47Enc.bin,U1-Trial1/e.bin/Result47Dec.bin
48,-2.303180,-2.147185,92.705643,U1-Trial1/e.bin/Result48Enc.bin,U1-Trial1/e.bin/Result48Dec.bin
49,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result49Enc.bin,U1-Trial1/e.bin/Result49Dec.bin
50,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result50Enc.bin,U1-Trial1/e.bin/Result50Dec.bin
51,-0.244177,-2.147185,3.650931,U1-Trial1/e.bin/Result51Enc.bin,U1-Trial1/e.bin/Result51Dec.bin
52,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result52Enc.bin,U1-Trial1/e.bin/Result52Dec.bin
53,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result53Enc.bin,U1-Trial1/e.bin/Result53Dec.bin
54,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result54Enc.bin,U1-Trial1/e.bin/Result54Dec.bin
55,-0.060294,-2.147185,24.660826,U1-Trial1/e.bin/Result55Enc.bin,U1-Trial1/e.bin/Result55Dec.bin
56,-0.060294,-2.147185,24.660826,U1-Trial1/e.bin/Result56Enc.bin,U1-Trial1/e.bin/Result56Dec.bin
57,-2.147690,-2.147200,99.999985,U1-Trial1/e.bin/Result57Enc.bin,U1-Trial1/e.bin/Result57Dec.bin
58,-0.581907,-0.871808,46.134888,U1-Trial1/e.bin/Result58Enc.bin,U1-Trial1/e.bin/Result58Dec.bin
59,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result59Enc.bin,U1-Trial1/e.bin/Result59Dec.bin
60,-2.147185,-2.147185,100.000000,U1-Trial1/e.bin/Result60Enc.bin,U1-Trial1/e.bin/Result60Dec.bin
61,-2.147207,-2.147185,100.000000,U1-Trial1/e.bin/Result61Enc.bin,U1-Trial1/e.bin/Result61Dec.bin
62,-0.983315,-0.871808,9.043132,U1-Trial1/e.bin/Result62Enc.bin,U1-Trial1/e.bin/Result62Dec.bin
63,-1.784568,-2.147185,70.799255,U1-Trial1/e.bin/Result63Enc.bin,U1-Trial1/e.bin/Result63Dec.bin
